No.,State,District,Date,Flood Cause,Main River Basin,latitude,longitude,geocode_status
642,Sabah,Keningau,25/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (Sekolah Kebangsaan Dalit Keningau); Sungai Padas (Kg.kahaba),5.3374039,116.1566801,success
643,Sarawak,Lundu,25/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (SK Jangkar),1.671364,109.8519689,success
644,Kedah,Bandar Baharu,24/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Kerian (Kg Cherok Meranti),5.1302847,100.4952408,success
645,Pulau Pinang,Seberang Perai Utara,24/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.5148341,100.4355477,success
646,Perak,"Larut, Matang and Selama",24/01/2025,Hujan Lebat / Berterusan,-,4.8547216,100.743609,success
647,Sarawak,Lundu,24/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Kayan (Jalan Rantau Panjang, Kampung Pasir Hulu); Batang Kayan (Lokasi 1, Kampung Pasir Hulu)",1.671364,109.8519689,success
648,Sabah,Kota Kinabalu,24/01/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Inanam (INNMTP0002 - Kg. Cenderakasih); Sungai Inanam (Jalan Kolombong); Sungai Inanam (Jalan Lintas); Sungai Inanam (Jalan Undan); Sungai Inanam (Jalan Tuaran); Sungai Inanam (Taman Kolombong),5.9843644,116.077344,success
649,Sarawak,Saratok,24/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Kerian (Sekolah Kebangsaan Abang Abdul Rahman Saratok); Batang Kerian (Taman Muhibbah); Batang Kerian (Pasar Saratok),1.738795,111.3378401,success
650,Sabah,Tuaran,24/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Sulaman (SLMNTP0004 - Pekan Tenghilan),6.176269,116.23279,success
651,Sarawak,Sibu,24/01/2025,Hujan Lebat / Berterusan,Batang Rajang (Jalan Utama Menuju Ke RH Merikan); Batang Rajang (RH Merikan),2.2883267,111.8312675,success
652,Sarawak,Selangau,24/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (Rumah Rantai, Nanga Tanyit); Batang Oya (Rumah Thomas, Nanga Bua)",2.5400855,112.3405368,success
653,Sarawak,Bintulu,24/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Tatau (SK Rumah Tayai); Batang Tatau (SK Nanga Penyarai); Batang Tatau (SK Nanga Tau); Batang Tatau (Klinik Kesihatan Nanga Tau),3.1738542,113.0428485,success
654,Sarawak,Selangau,23/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Oya (Jalan Sekuau),2.5400855,112.3405368,success
655,Sarawak,Selangau,23/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Balingian (Jeti Lubuk Bukut); Batang Balingian (Rumah Annie); Batang Balingian (Rumah Steven),2.5400855,112.3405368,success
656,Sarawak,Kanowit,23/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Persendirian Nanga Machan); Batang Rajang (Jalan Masuk ke SK Nanga Machan),2.1011755,112.1527148,success
657,Sarawak,Selangau,23/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Mukah (SK NANGA KUA),2.5400855,112.3405368,success
658,Sarawak,Belaga,23/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Uma Pawa, Long Urun)",2.7050035,113.7822214,success
659,Sarawak,Bintulu,23/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (PANDTP0002 - SK Mawang); Batang Kemena (PANDTP0001 - SK Kuala Sigu); Batang Kemena (PANDTP0004 - SK Kuala Binyo),3.1738542,113.0428485,success
660,Sabah,Tenom,22/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain, Struktur / Lintasan Menghalang Laluan Air",Sungai Padas (Kg Naluyan); Sungai Padas (Kg Bahagia); Sungai Padas (Kg Kalang); Sungai Padas (Kg Makakagas); Sungai Padas (Kg Mansalima); Sungai Padas (Kg Ulu Uloi),5.1247314,115.9444858,success
661,Sabah,Keningau,22/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Padas (Kg.Mempikit); Sungai Padas (Kg.Maksak); Sungai Padas (Kg.Tuarid Taud),5.3374039,116.1566801,success
662,Sarawak,Selangau,22/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (RH Bugak, Sungai Ensurai); Batang Oya (RH Jimbau, Sungai Ensurai); Batang Oya (RH Luly, Sungai Tabalong); Batang Oya (RH Anthony Tutong, Sungai Tabalong); Batang Oya (RH Arun, Sungai Tabalong); Batang Oya (RH Lesia, Sungai Sekara); Batang Oya (SK Saint Mark)",2.5400855,112.3405368,success
663,Sarawak,Selangau,22/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (Jeti Nanga Tamin); Batang Oya (RH Ansa, Nanga Tamin); Batang Oya (RH Mathew, Nanga Tamin); Batang Oya (RH Alice, Nanga Tamin); Batang Oya (Klinik Desa Nanga Tamin); Batang Oya (RH Persendirian, Nanga Tamin); Batang Oya (RH Dali, Pasir Terabai)",2.5400855,112.3405368,success
664,Sarawak,Selangau,22/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Oya (Jalan Sungai Alat); Batang Oya (Jalan Nanga Tamin Lorong 6); Batang Oya (Jalan Nanga Tamin Lorong 16),2.5400855,112.3405368,success
665,Sarawak,Betong,22/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Saribas (SRKETP000 - Kg. Lalang); Batang Saribas (Kampung Bungey); Batang Saribas (SRKETP001 - Kg. Babu),1.411517,111.528999,success
666,Sarawak,Lundu,22/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Kayan (Lokasi 1, Kampung Pasir Hulu); Batang Kayan (Jalan Rantau Panjang, Kampung Pasir Hulu)",1.671364,109.8519689,success
667,Sarawak,Kuching,22/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Santubong (Kampung Sungai Bedaun),1.5533785,110.359503,success
668,Sarawak,Lundu,21/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (SK Jangkar),1.671364,109.8519689,success
669,Sarawak,Lundu,21/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (SK Bokah),1.671364,109.8519689,success
670,Sarawak,Bau,21/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Sarawak (Kampung Tringgus Bong); Sungai Sarawak (Kampung Tringgus Rabak Rotan),1.4157901,110.1550419,success
671,Sarawak,Miri,21/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman","Sungai Miri (Jalan Adong 1,2,2C dan 2D); Sungai Miri (Pujut Tanjung 3); Sungai Miri (Jalan Jee Foh 8)",4.4179767,114.0155348,success
672,Sarawak,Miri,21/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Miri (MIRITP0035 - Jalan Miri-Pujut); Sungai Miri (Jalan Jee Foh 7); Sungai Miri (Institusi Perguruan Miri); Sungai Miri (Kuartes Kerajaan Jee Foh 9),4.4179767,114.0155348,success
673,Sarawak,Miri,21/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Miri (Taman Ecopark); Sungai Miri (Jalan Seroja Taman Utama); Sungai Miri (Kampung Pengkalan Lutong),4.4179767,114.0155348,success
674,Sarawak,Miri,21/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman","Sungai Miri (Taman Strawberry); Sungai Miri (Jalan Daro, Taman Tunku); Sungai Miri (Jalan Miri, Taman Tunku)",4.4179767,114.0155348,success
675,Sabah,Tawau,21/01/2025,"Air Sungai Melimpah , Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman",Sungai Merotai (Kg Kijang); Sungai Merotai (IBANTP0002 - Kg. Langsat); Sungai Merotai (IBANTP0001 - Kg. Durian); Sungai Merotai (Kampung Pangkalan Asli),4.244651,117.8911861,success
676,Sarawak,Selangau,20/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (Jalan Ulu Sungai Pakoh); Batang Oya (Jalan Igu dan Dijih Tamin); Batang Oya (Rumah Anching, Bukit Nyekak); Batang Oya (Rumah Warisan Dijih Tamin)",2.5400855,112.3405368,success
677,Sarawak,Saratok,20/01/2025,Air Sungai Melimpah,"Batang Kerian (Kpg Melayu, Roban)",1.738795,111.3378401,success
678,Sarawak,Sarikei,20/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Sungai Serusa); Batang Rajang (Jalan Rumah Margretta); Batang Rajang (Jalan Sungai Senansang),2.131703,111.5237279,success
679,Sarawak,Selangau,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (Rumah Magdeline Entayang, Kampung Melinau Baru); Batang Mukah (Rumah Chandu, Kampung Keranji Madu); Batang Mukah (Rumah Silvester, Kampung Kara)",2.5400855,112.3405368,success
680,Sarawak,Sibu,19/01/2025,Hujan Lebat / Berterusan,Batang Rajang (Lorong Sentosa Timur 4); Batang Rajang (Lorong Sentosa 6); Batang Rajang (Lorong Sentosa 8),2.2883267,111.8312675,success
681,Sarawak,Bintulu,19/01/2025,"Hujan Lebat / Berterusan, Lain-lain",Batang Kemena (Meridian Centre),3.1738542,113.0428485,success
682,Sarawak,Saratok,19/01/2025,Hujan Lebat / Berterusan,Batang Kerian (Jalan Perhubungan ke Rh Lim Metong Sg Ruan Roban); Batang Kerian (Jalan Perhubungan Sg Nyiar Roban),1.738795,111.3378401,success
683,Sarawak,Saratok,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kerian (Jalan Perhubungan ke Rh Machop Sg Tapang Roban),1.738795,111.3378401,success
684,Sarawak,Saratok,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Kerian (Sk Ulu Kabo Saratok); Batang Kerian (Sk Kabo Hilir, Saratok); Batang Kerian (Sk Nang Atoi); Batang Kerian (Rh Igat Kantan, Sg Jirak Kabo Saratok); Batang Kerian (Rh Serudin Ulu Kabo Saratok); Batang Kerian (Rh Ason, Tembawai Kapok, Awik Saratok); Batang Kerian (Rh Jimmy Ng Ingu, Kabo Saratok); Batang Kerian (Rh Legi,Lubok Kawi Kabo, Saratok)",1.738795,111.3378401,success
685,Sarawak,Sibu,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Utama Masuk ke Sungai Naman),2.2883267,111.8312675,success
686,Sarawak,Lundu,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Kampung Pasir Hilir),1.671364,109.8519689,success
687,Sarawak,Samarahan,19/01/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Batang Samarahan (SAMATP0003 - Kg. Baru),1.4427573,110.4977108,success
688,Sarawak,Samarahan,19/01/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Batang Samarahan (TUAGTP0001 - Kg. Tg. Bundong),1.4427573,110.4977108,success
689,Sarawak,Samarahan,19/01/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Sarawak (KUAPTP0002 - Taman Samarindah Lrg 28); Batang Samarahan (Taman Samarindah Lrg 29),1.4427573,110.4977108,success
690,Sarawak,Sarikei,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Rh. Micheal, Nanga Strass); Batang Rajang (Jalan Lemayong)",2.131703,111.5237279,success
691,Sarawak,Sarikei,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Ulu Sarikei); Batang Rajang (Logi Perawatan Air Bayong); Batang Rajang (SRKETP0006 - SK Balong); Batang Rajang (SJK Chung Hien); Batang Rajang (Jalan Sungai Buluh); Batang Rajang (Jalan Sungai Rian); Batang Rajang (Rh.Janda),2.131703,111.5237279,success
692,Sarawak,Mukah,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain","Batang Matu (MATUTP0003 - Kg. Bertong); Batang Matu (Kampung Dagang Matu); Batang Matu (MATUTP0002 - Pasar Matu); Batang Matu (Kampung Taman Sejahtera); Batang Matu (MATUTP0004 - Kg. Sekaan Besar, Matu); Batang Matu (MATUTP0001 - Kg. Jemoreng); Batang Matu (MATUTP0011 - Pekan Matu)",2.8920883,112.0921699,success
693,Sarawak,Mukah,19/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain",Batang Rajang (Kampung Pangtray),2.8920883,112.0921699,success
694,Sarawak,Betong,19/01/2025,Hujan Lebat / Berterusan,"Batang Kerian (Kampung Baru, Kabong); Batang Kerian (Kampung Sungai Endot, Kabong); Batang Kerian (Kampung Wawasan, Kabong); Batang Kerian (Kampung Metang Desa, Kabong); Batang Kerian (Kampung Muroh, Kabong); Batang Kerian (Kampung Alit, Kabong); Batang Kerian (Kampung Nyabor, Kabong)",1.411517,111.528999,success
695,Sarawak,Betong,19/01/2025,Hujan Lebat / Berterusan,"Batang Kerian (Kampung Perpat, Kabong)",1.411517,111.528999,success
696,Sarawak,Betong,19/01/2025,Hujan Lebat / Berterusan,"Batang Kerian (Kampung Batang Maro, Kabong)",1.411517,111.528999,success
697,Sarawak,Serian,19/01/2025,"Hujan Lebat / Berterusan, Struktur / Lintasan Menghalang Laluan Air","Batang Samarahan (Kampung Bunga, Serian)",1.167035,110.5665059,success
698,Sarawak,Mukah,19/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain",Batang Mukah (Kampung Tellian Ulu); Batang Mukah (Kampung Tellian Tengah); Batang Mukah (SPS Kuala Lama); Batang Mukah (Jalan Orang Kaya Setiaraja),2.8920883,112.0921699,success
699,Sarawak,Mukah,19/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain",Batang Mukah (Kampung Tegak); Batang Mukah (MUKATP0008 - SK Kg. Teh); Batang Mukah (SPS Sg. Alo); Batang Mukah (MUKATP0007 - SK Kg. Sau); Batang Mukah (Kampung Sitieng); Batang Mukah (Kampung Sesok),2.8920883,112.0921699,success
700,Sarawak,Bintulu,19/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Tatau (Rumah Panjang Degom, Nanga Puti, Kakus); Batang Tatau (KAKUTP0003 - Rh Ado Bilong); Batang Tatau (ANAPTP0001 - SK Kuala Muput); Batang Tatau (ANAPTP0003 - Rh Chili)",3.1738542,113.0428485,success
701,Sarawak,Lundu,18/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Kayan (Lokasi 1, Kampung Pasir Hulu); Batang Kayan (Jalan Rantau Panjang, Kampung Pasir Hulu)",1.671364,109.8519689,success
702,Sarawak,Sibu,18/01/2025,Hujan Lebat / Berterusan,Batang Rajang (Lot 650 Lorong Kampung Jeriah Utara 2B),2.2883267,111.8312675,success
703,Sabah,Kudat,17/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",-,6.8830571,116.8466165,success
704,Sarawak,Miri,17/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Suai (Kampung Iran Suai),4.4179767,114.0155348,success
705,Sarawak,Betong,17/01/2025,"Air Laut Pasang, Air Sungai Melimpah",Batang Saribas (Jalan Perhubungan RH Panjang Pelawa dan RH Panjang),1.411517,111.528999,success
706,Pahang,Raub,17/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain, Longkang Tersumbat, Struktur / Lintasan Menghalang Laluan Air",Sungai Pahang (LIPSTP0014 - Kg Ulu Sungai),3.8067653,101.8536693,success
707,Sarawak,Miri,17/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Batang Baram (TNJRTP0014 - SK Seputi); Sungai Sibuti (SBTITP0009 - Rh Janggu); Batang Baram (Rh Sultan Sg Bok bakong); Batang Baram (Jalan Sg Bok); Batang Baram (TNJRTP0031 - SK Kuala Bok); Batang Baram (TNJRTP0025 - Long Teran Kanan); Batang Baram (TNJRTP0020 - SK Pengarah Entri); Batang Baram (Rh Joben Long Tabing); Batang Baram (Long Ajoi); Batang Baram (Long Sepiling); Batang Baram (Rh Awat Sungai Nat Asal Ulu Ter); Batang Baram (Rh Magdeline Lubok Nibong); Batang Baram (Rh Kalong Tanjung); Batang Baram (Sk Sungai Bain); Batang Baram (TNJRTP0033 - Klinik Long Teru),4.4179767,114.0155348,success
708,Sabah,Telupid,17/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Paitan (Kampung Simpangan); Sungai Paitan (Kampung Batangon); Sungai Paitan (Kampung Lubang Buaya),5.627233,117.127534,success
709,Sarawak,Bintulu,16/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (PANDTP0002 - SK Mawang),3.1738542,113.0428485,success
710,Sarawak,Miri,16/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Miri (Kampung Lereng Bukit),4.4179767,114.0155348,success
711,Sarawak,Miri,16/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Miri (MIRITP0021 - Taman Lopeng Jaya),4.4179767,114.0155348,success
712,Sarawak,Bintulu,16/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (Rumah Panjang Selanjat); Batang Kemena (Rumah Alam Segan); Batang Kemena (Kampung Banyai/Kampung Muslim Segan); Batang Kemena (SEGNTP0002 - SK Ulu Segan),3.1738542,113.0428485,success
713,Sabah,Sandakan,16/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Saliran Dalaman",-,5.8558862,118.0721949,success
714,Sabah,Sandakan,16/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.8558862,118.0721949,success
715,Sarawak,Kabong,16/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat","Batang Kerian (Kampung Baru, Kabong); Batang Kerian (Kampung Wawasan, Kabong); Batang Kerian (Kampung Metang Desa, Kabong); Batang Kerian (Kampung Muroh, Kabong); Batang Kerian (Kampung Alit, Kabong); Batang Kerian (Kampung Nyabor, Kabong); Batang Kerian (Rumah Panjang Bir Sungai Pasir, Kabong)",1.8040279,111.1190129,success
716,Sarawak,Pusa,16/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Struktur / Lintasan Menghalang Laluan Air",Batang Saribas (Kampung Sungai Meranti),1.619999,111.2915992,success
717,Sarawak,Sarikei,15/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Bidadari); Batang Rajang (MRDGTP0002 - Jalan Abang Ali); Batang Rajang (MRDGTP0005 - Jalan Abang Amin),2.131703,111.5237279,success
718,Sarawak,Sarikei,15/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Wharf); Batang Rajang (Jalan Bunga Raya); Batang Rajang (Jalan Ixora),2.131703,111.5237279,success
719,Sarawak,Bintulu,15/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (Rumah Panjang James Kalip),3.1738542,113.0428485,success
720,Sarawak,Sibu,15/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Doraemon); Batang Rajang (SK Sungai Menyan),2.2883267,111.8312675,success
721,Sarawak,Song,15/01/2025,Air Sungai Melimpah,Batang Rajang (SK Nanga Beguang),2.0064401,112.5497602,success
722,Sarawak,Sibu,15/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Masjid An Nur),2.2883267,111.8312675,success
723,Sarawak,Sibu,15/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Pedai),2.2883267,111.8312675,success
724,Sarawak,Sibu,15/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Skim Tanjung Kabang),2.2883267,111.8312675,success
725,Sarawak,Sibu,15/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Makmur 1A),2.2883267,111.8312675,success
726,Sarawak,Sibu,15/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lorong Mengeris),2.2883267,111.8312675,success
727,Sarawak,Sibu,15/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Rumah Kuling, Sungai Pak)",2.2883267,111.8312675,success
728,Sarawak,Simunjan,15/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Sebuyau (Kampung Sangki Melayu); Sungai Sebuyau (Kampung Senayang); Sungai Sebuyau (Kampung Jeragam); Sungai Sebuyau (Kampung Bulan); Sungai Sebuyau (Kampung Sagu); Sungai Sebuyau (Kampung Mambai); Sungai Sebuyau (Kampung Lereng Bukit); Batang Sadong (Kampung Entagor),1.3943943,110.749819,success
729,Sarawak,Selangau,14/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Balingian (Jalan Menuju Ke Rh. Lapok & Rh. Gamang); Batang Balingian (Rh. Watson, Kampung Penghulu Thomas Jawa); Batang Balingian (Jalan Rh. Banyoi, Lubok Besai Pelugau)",2.5400855,112.3405368,success
730,Sarawak,Bintulu,14/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Tatau (TATATP0001 - Kg. Dagang),3.1738542,113.0428485,success
731,Sarawak,Bintulu,14/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (KMNATP0027 - SK Bukit Balai Tubau); Batang Kemena (KMNATP0028 - SK Kebulu),3.1738542,113.0428485,success
732,Sarawak,Limbang,14/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Limbang (LIMBTP0031 - SK RC Kubong),4.754797,115.0089181,success
733,Sarawak,Selangau,14/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Mukah (Jambatan Sungai Luam),2.5400855,112.3405368,success
734,Sarawak,Sarikei,14/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Rumah Belu); Batang Rajang (Jalan Rumah Meling); Batang Rajang (Jalan Rumah Terusa); Batang Rajang (Jalan Rumah Ahloi),2.131703,111.5237279,success
735,Sarawak,Sibu,14/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan masuk ke Rumah Charles Egat dan Jalan Selalo); Batang Rajang (Jalan Menuju ke Kampung Banyok),2.2883267,111.8312675,success
736,Sarawak,Kanowit,14/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Bagol Anak Tom); Batang Rajang (Jalan ke SK Nanga Machan),2.1011755,112.1527148,success
737,Sarawak,Betong,14/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Batang Kerian (Kampung Kaba),1.411517,111.528999,success
738,Sarawak,Sarikei,14/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan SJK Chung Hien),2.131703,111.5237279,success
739,Sarawak,Miri,13/01/2025,Air Laut Pasang,Sungai Miri (Taman Bayshore),4.4179767,114.0155348,success
740,Sabah,Tuaran,13/01/2025,Air Laut Pasang,Sungai Sulaman (Kg. Penimbawan),6.176269,116.23279,success
741,Sarawak,Sarikei,13/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (MRDGTP0005 - Jalan Abang Amin); Batang Rajang (Jalan Dayang Saniah); Batang Rajang (Jalan Muhibah); Batang Rajang (RAJGTP0006 - Jalan Dermaga),2.131703,111.5237279,success
742,Sarawak,Sarikei,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (NYLGTP0003 - Jalan Bersatu); Batang Rajang (Jalan Manggis); Batang Rajang (SRKETP0005 - Jalan Repok),2.131703,111.5237279,success
743,Sarawak,Selangau,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Oya (Rumah Harrisson); Batang Oya (Rumah Mambang); Batang Oya (Jln Sepapa(Jln Utama Menuju Ke Nanga Tamin & Nanga),2.5400855,112.3405368,success
744,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lot 137 Simpang Tiga),2.2883267,111.8312675,success
745,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Cr Gilver Angguk Bawang Assan); Batang Rajang (Jalan Utama Masuk ke Rumah Cr Gilver Angguk Bawang),2.2883267,111.8312675,success
746,Sarawak,Sri Aman,13/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Lupar (Kampung Upik Lingga),1.237031,111.462079,success
747,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Teng Kung Suk); Batang Rajang (Jalan Kiong Tung); Batang Rajang (Jalan Saujana),2.2883267,111.8312675,success
748,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Ubah); Batang Rajang (Jalan Kwong Tung); Batang Rajang (Lorong Lanang 15),2.2883267,111.8312675,success
749,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Kandis); Batang Rajang (Lorong Kandis 6); Batang Rajang (Lorong Kandis 8),2.2883267,111.8312675,success
750,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Rumah Jalin, Sungai Tebelian Bawang Assan); Batang Rajang (Rumah Udam, Sungai Menyan)",2.2883267,111.8312675,success
751,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Lau Kah Tu, Tg Ensurai)",2.2883267,111.8312675,success
752,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Sungai Maaw Bawang Assan); Batang Rajang (Lot 68 Jalan Sungai Maaw Bawang Assan),2.2883267,111.8312675,success
753,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lorong Sentosa 6); Batang Rajang (Lorong Sentosa Utara 5); Batang Rajang (Lorong Sentosa Utara 7); Batang Rajang (Kawasan Sungai Salim),2.2883267,111.8312675,success
754,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Ling Kai Cheng); Batang Rajang (Jalan Ulu Sungai Merah); Batang Rajang (Jalan Apollo Lorong 4),2.2883267,111.8312675,success
755,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Utama Salim Stabau),2.2883267,111.8312675,success
